Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points,Non Extrema Points
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,w,630,1001,0.09252501176470589,587,462,24,58,2
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,x,444,1001,0.06909983634587435,454,462,27,69,3
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,y,422,1001,0.0725978431372549,485,694,19,49,6
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,z,391,1001,0.05848013896813405,399,479,23,63,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,A,609,1001,0.09981686274509805,580,655,21,37,3
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,B,550,1001,0.13349823529411767,525,642,24,52,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,C,558,1001,0.09173866666666665,515,668,12,32,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,D,634,1001,0.13203800000000002,617,642,17,39,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,E,526,1001,0.1102427294117647,534,642,28,54,3
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,F,494,1001,0.09534832941176472,526,642,24,42,1
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,G,607,1001,0.115888831372549,533,668,18,42,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,H,665,1001,0.14773804705882354,707,642,28,44,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,I,316,1001,0.06816529411764707,361,642,12,20,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,J,306,1001,0.07247421176470589,396,791,12,24,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,K,596,1001,0.12833454117647058,662,642,28,54,5
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,L,503,1001,0.0814912,476,642,16,32,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,M,799,1001,0.1723203529411765,845,642,29,53,5
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,N,628,1001,0.1257813725490196,695,650,27,47,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,O,611,1001,0.12754870588235295,541,668,10,26,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,P,521,1001,0.10735247058823531,533,642,20,42,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,Q,611,1001,0.14588966666666664,541,809,16,40,1
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,R,566,1001,0.13385411764705882,547,650,29,63,7
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,S,441,1001,0.0912409411764706,405,668,19,49,1
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,T,550,1001,0.09011894117647061,515,666,22,42,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,U,632,1001,0.10967011764705883,593,655,22,46,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,V,613,1001,0.09006776470588237,588,651,18,34,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,W,854,1001,0.1539678823529412,815,651,26,38,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,X,594,1001,0.11309018823529414,651,642,32,60,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,Y,565,1001,0.08972894117647061,540,642,25,49,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,Z,527,1001,0.1054644705882353,560,667,18,38,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,a,473,1001,0.0858554117647059,413,465,24,60,5
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,b,465,1001,0.10316707712673563,385,710,21,55,7
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,c,368,1001,0.05115000000000001,330,465,13,37,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,d,491,1001,0.10962187277298627,463,710,27,65,5
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,e,387,1001,0.06552670588235295,339,465,15,41,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,f,266,1001,0.08519413903123388,552,937,24,58,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,g,412,1001,0.1121062613863877,510,692,31,87,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,h,490,1001,0.10581227450980393,427,710,23,53,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,i,267,1001,0.0522993568627451,208,661,17,41,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,j,260,1001,0.06648257647058825,359,891,19,53,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,k,453,1001,0.09961160784313727,416,710,26,68,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,l,246,1001,0.060639339563948826,205,710,12,30,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,m,749,1001,0.13096588235294118,665,465,34,82,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,n,510,1001,0.08680000000000002,425,465,23,59,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,o,451,1001,0.07651164705882356,378,465,14,38,3
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,p,470,1001,0.11236235294117648,504,758,26,56,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,q,466,1001,0.10698909803921569,410,686,26,58,4
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,r,352,1001,0.051105663240930285,330,464,19,49,5
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,s,328,1001,0.05283676470588237,305,465,18,52,7
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,t,293,1001,0.057145145098039224,266,602,18,26,0
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,u,505,1001,0.08695682352941177,422,465,23,59,7
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,v,437,1001,0.058765058823529434,393,465,16,42,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,w,646,1001,0.09830647058823531,599,465,24,58,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,x,458,1001,0.0723072501651763,461,465,27,69,2
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,y,436,1001,0.07712407843137256,490,692,19,49,6
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,z,403,1001,0.06212508637189503,405,482,23,63,7
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,A,570,1001,0.07206823529411766,562,654,21,37,3
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,B,509,1001,0.10825882352941178,500,642,24,52,1
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,C,525,1001,0.0691419294117647,498,668,12,32,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,D,598,1001,0.10785600000000002,595,642,17,39,3
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,E,482,1001,0.07786327058823529,507,642,28,54,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,F,452,1001,0.07077609411764707,502,642,24,42,1
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,G,569,1001,0.089512,510,668,18,42,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,H,624,1001,0.11504640000000002,672,642,28,44,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,I,288,1001,0.05558964705882354,345,642,12,20,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,J,279,1001,0.05905200000000001,380,777,12,24,1
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,K,565,1001,0.0997441411764706,639,642,28,54,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,L,459,1001,0.06357310588235296,443,642,16,32,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,M,751,1001,0.12815830588235297,808,642,29,53,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,N,593,1001,0.08658300000000003,665,651,27,47,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,O,587,1001,0.10334352941176471,526,668,10,26,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,P,489,1001,0.08636536470588235,512,642,20,42,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,Q,586,1001,0.11765432648221029,526,803,16,40,1
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,R,541,1001,0.1083142823529412,519,649,29,63,6
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,S,410,1001,0.06958988235294118,385,668,19,49,1
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,T,513,1001,0.06896625882352943,489,666,22,42,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,U,591,1001,0.07959243216812872,563,655,22,46,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,V,574,1001,0.06601552941176471,572,654,18,34,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,W,814,1001,0.11739654901960787,788,655,26,38,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,X,556,1001,0.07943176470588235,631,642,32,60,6
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,Y,523,1001,0.06729167058823529,514,642,25,49,6
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Upper,Z,497,1001,0.08161987450980393,538,667,18,38,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,a,417,1001,0.06588210196078431,368,452,24,60,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,b,414,1001,0.08304081461720825,357,723,21,55,7
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,c,318,1001,0.03854230588235295,302,452,13,37,3
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,d,430,1001,0.08783722798637385,430,723,27,65,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,e,335,1001,0.04741923137254903,304,452,15,41,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,f,223,1001,0.07042986666666667,544,971,24,58,8
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,g,353,1001,0.08865019607843139,482,700,31,87,6
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,h,435,1001,0.0862354705882353,385,723,23,53,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,i,225,1001,0.0383057669799578,181,647,17,41,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,j,223,1001,0.05158007843137256,334,895,19,53,7
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,k,395,1001,0.07972847058823533,380,723,26,68,6
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,l,207,1001,0.05137860878347783,196,723,12,30,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,m,675,1001,0.10367816470588237,603,452,34,82,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,n,453,1001,0.0685232,379,452,23,59,6
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,o,403,1001,0.05938748235294119,349,452,14,38,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,p,418,1001,0.08642480000000001,476,759,26,56,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,q,412,1001,0.08444517647058825,376,690,26,58,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,r,315,1001,0.040590358611563196,299,449,19,49,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,s,287,1001,0.03942149019607844,278,452,18,52,4
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,t,253,1001,0.044139636582707614,245,581,18,26,0
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,u,450,1001,0.0683884862745098,382,452,23,59,7
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,v,382,1001,0.04404784313725491,355,452,16,42,3
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,w,577,1001,0.07369376543878137,547,452,24,58,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,x,398,1001,0.05298149019607844,427,452,27,69,2
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,y,375,1001,0.05512431372549021,467,700,19,49,5
MinionPro-MediumCnItDisp,Minion Pro,Serif,Medium,Display,Italic,Condensed,Medium Italic,Lower,z,354,1001,0.04209430588235295,376,468,23,63,7
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,A,585,1001,0.08464042352941177,569,654,21,37,3
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,B,525,1001,0.11812800000000002,510,642,24,52,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,C,538,1001,0.07805121568627453,505,668,12,32,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,D,612,1001,0.11861138823529413,604,642,17,39,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,E,499,1001,0.09128988235294119,518,642,28,54,3
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,F,468,1001,0.08120922352941178,512,642,24,42,1
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,G,584,1001,0.10060865882352943,519,668,18,42,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,H,640,1001,0.1295329411764706,686,642,28,44,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,I,299,1001,0.06114861176470589,352,642,12,20,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,J,289,1001,0.06510533333333333,386,782,12,24,1
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,K,577,1001,0.1109376,648,642,28,54,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,L,476,1001,0.07117891764705883,456,642,16,32,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,M,769,1001,0.14486541176470588,822,642,29,53,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,N,606,1001,0.10354117647058825,677,650,27,47,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,O,596,1001,0.11288414117647058,532,668,10,26,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,P,502,1001,0.09575367058823529,521,642,20,42,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,Q,596,1001,0.12949375837714244,532,806,16,40,1
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,R,551,1001,0.11888627450980394,530,650,29,63,6
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,S,422,1001,0.07927195294117648,393,668,19,49,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,T,527,1001,0.07819623529411765,499,666,22,42,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,U,606,1001,0.09140000327170132,573,655,22,46,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,V,589,1001,0.07548680000000002,578,653,18,34,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,W,830,1001,0.13114880000000004,799,654,26,38,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,X,570,1001,0.09330903529411765,639,642,32,60,6
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,Y,539,1001,0.07651632941176471,524,642,25,49,6
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Upper,Z,508,1001,0.09173734901960784,548,667,18,38,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,a,439,1001,0.07382790196078433,385,457,24,60,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,b,434,1001,0.09253148761098666,369,718,21,55,7
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,c,337,1001,0.043753717647058835,313,457,13,37,3
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,d,454,1001,0.09730556361977066,443,718,27,65,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,e,355,1001,0.05414105882352941,318,457,15,41,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,f,240,1001,0.07617869904063454,548,958,24,58,8
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,g,376,1001,0.09856946666666666,494,697,31,87,6
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,h,456,1001,0.0953166117647059,403,718,23,53,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,i,242,1001,0.0436916705882353,192,652,17,41,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,j,238,1001,0.057829266772194514,344,893,19,53,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,k,417,1001,0.08786349019607846,395,718,26,68,7
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,l,222,1001,0.056870817723665264,199,718,12,30,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,m,703,1001,0.11461560000000001,627,457,34,82,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,n,475,1001,0.07651255294117648,399,457,23,59,6
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,o,421,1001,0.06580800000000003,360,457,14,38,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,p,438,1001,0.0973186823529412,488,759,26,56,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,q,433,1001,0.09378505882352942,390,689,26,58,4
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,r,329,1001,0.04441246144627453,311,455,19,49,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,s,303,1001,0.04506020000000001,289,457,18,52,6
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,t,269,1001,0.04995333333333333,254,590,18,26,0
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,u,471,1001,0.0759372705882353,396,457,23,59,7
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,v,403,1001,0.05039545098039216,370,457,16,42,3
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,w,604,1001,0.0833245411764706,567,457,24,58,2
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,x,421,1001,0.06071827450980393,440,457,27,69,1
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,y,398,1001,0.06375226666666668,476,697,19,49,5
MinionPro-MediumCnItSubh,Minion Pro,Serif,Medium,Subhead,Italic,Condensed,Medium Italic,Lower,z,373,1001,0.050339116518443285,387,473,23,63,9
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,A,706,1001,0.13957176470588237,669,665,20,36,3
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,B,637,1001,0.1966364705882353,559,650,25,55,3
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,C,676,1001,0.13700533333333334,619,680,12,32,0
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,D,761,1001,0.197306862745098,685,650,18,42,4
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,E,581,1001,0.1528137254901961,545,650,28,54,3
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,F,554,1001,0.1359901960784314,485,650,24,42,1
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,G,727,1001,0.1704613333333333,659,680,19,45,1
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,H,783,1001,0.21929470588235295,711,650,28,44,0
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,I,378,1001,0.10247058823529415,300,650,12,20,0
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,J,366,1001,0.10949675294117649,318,813,12,24,2
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,K,703,1001,0.1923694117647059,662,650,28,54,5
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,L,551,1001,0.12021176470588237,524,650,16,32,2
MinionPro-Bold,Minion Pro,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,M,888,1001,0.2382364705882353,842,650,29,45,2
